issn_l,sourcerecord_id,source_title_medline_sourced_journals_are_indicated_in_green,ajcs,top_level_code,subject_area,top_level
1527-4764,5600155256,Television and New Media,3316,33,Social Sciences,Social Sciences
1528-0837,16015,Journal of Industrial Textiles,2209,22,Engineering,Physical Sciences
1528-0837,16015,Journal of Industrial Textiles,2507,25,Materials Science,Physical Sciences
1528-0837,16015,Journal of Industrial Textiles,2501,25,Materials Science,Physical Sciences
1528-0837,16015,Journal of Industrial Textiles,1501,15,Chemical Engineering,Physical Sciences
1529-1006,13969,Psychological Science in the Public Interest,3200,32,Psychology,Social Sciences
1529-1006,21100462963,Psychological science in the public interest : a journal of the American Psychological Society,2700,27,Medicine,Health Sciences
1530-8014,13670,Journal of Plastic Film and Sheeting,2505,25,Materials Science,Physical Sciences
1530-8014,13670,Journal of Plastic Film and Sheeting,2507,25,Materials Science,Physical Sciences
1530-8014,13670,Journal of Plastic Film and Sheeting,2508,25,Materials Science,Physical Sciences
1532-673X,15559,American Politics Research,3312,33,Social Sciences,Social Sciences
1532-7086,5700160619,Cultural Studies - Critical Methodologies,1201,12,Arts and Humanities,Social Sciences
1532-7086,5700160619,Cultural Studies - Critical Methodologies,3316,33,Social Sciences,Social Sciences
1532-7957,12812,Personality and Social Psychology Review,3207,32,Psychology,Social Sciences
1534-4843,7100153132,Human Resource Development Review,1407,14,"Business, Management and Accounting",Social Sciences
1534-5084,12100155715,Assessment for Effective Intervention,3600,36,Health Professions,Health Sciences
1534-5084,12100155715,Assessment for Effective Intervention,3204,32,Psychology,Social Sciences
1534-5084,12100155715,Assessment for Effective Intervention,3304,33,Social Sciences,Social Sciences
1534-6501,130028,Clinical Case Studies,2738,27,Medicine,Health Sciences
1534-6501,130028,Clinical Case Studies,3203,32,Psychology,Social Sciences
1534-7346,145666,International Journal of Lower Extremity Wounds,2700,27,Medicine,Health Sciences
1534-7346,145666,International Journal of Lower Extremity Wounds,2746,27,Medicine,Health Sciences
1535-6760,21100792103,Applied Biosafety,2307,23,Environmental Science,Physical Sciences
1535-6760,21100792103,Applied Biosafety,2308,23,Environmental Science,Physical Sciences
1535-6760,21100792103,Applied Biosafety,2739,27,Medicine,Health Sciences
1535-6760,21100792103,Applied Biosafety,1305,13,"Biochemistry, Genetics and Molecular Biology",Life Sciences
1535-6841,5700161712,City and Community,3322,33,Social Sciences,Social Sciences
1536-6006,21100894628,Journal of Historical Research in Music Education,1210,12,Arts and Humanities,Social Sciences
1536-6006,21100894628,Journal of Historical Research in Music Education,1202,12,Arts and Humanities,Social Sciences
1536-6006,21100894628,Journal of Historical Research in Music Education,3304,33,Social Sciences,Social Sciences
1536-867X,4400151715,Stata Journal,2601,26,Mathematics,Physical Sciences
1538-1927,5700162170,Journal of Hispanic Higher Education,3304,33,Social Sciences,Social Sciences
1538-5132,5700166917,Journal of Planning History,3305,33,Social Sciences,Social Sciences
1538-5744,19284,Vascular and Endovascular Surgery,2705,27,Medicine,Health Sciences
1538-5744,19284,Vascular and Endovascular Surgery,2700,27,Medicine,Health Sciences
1538-5744,19284,Vascular and Endovascular Surgery,2746,27,Medicine,Health Sciences
1539-4492,16387,"OTJR Occupation, Participation and Health",3609,36,Health Professions,Health Sciences
1540-4153,4500151407,Hispanic Health Care International,2900,29,Nursing,Health Sciences
1540-7969,78905,Research and Practice for Persons with Severe Disabilities,2739,27,Medicine,Health Sciences
1540-7969,78905,Research and Practice for Persons with Severe Disabilities,3600,36,Health Professions,Health Sciences
1540-7969,78905,Research and Practice for Persons with Severe Disabilities,3207,32,Psychology,Social Sciences
1541-2040,5700164300,Youth Violence and Juvenile Justice,3308,33,Social Sciences,Social Sciences
1541-2040,5700164300,Youth Violence and Juvenile Justice,3204,32,Psychology,Social Sciences
1541-2040,5700164300,Youth Violence and Juvenile Justice,3306,33,Social Sciences,Social Sciences
1541-3446,6400153174,Journal of Transformative Education,3304,33,Social Sciences,Social Sciences
1542-3050,27328,The journal of pastoral care & counseling : JPCC,2700,27,Medicine,Health Sciences
1544-3167,5100155075,Journal for Vascular Ultrasound,2705,27,Medicine,Health Sciences
1544-3167,5100155075,Journal for Vascular Ultrasound,2741,27,Medicine,Health Sciences
1545-9683,33648,Neurorehabilitation and Neural Repair,2728,27,Medicine,Health Sciences
1545-9683,33648,Neurorehabilitation and Neural Repair,2808,28,Neuroscience,Life Sciences
1545-9683,33648,Neurorehabilitation and Neural Repair,2742,27,Medicine,Health Sciences
1548-0518,11700154366,Journal of Leadership and Organizational Studies,1803,18,Decision Sciences,Social Sciences
1548-0518,11700154366,Journal of Leadership and Organizational Studies,1407,14,"Business, Management and Accounting",Social Sciences
1548-0518,11700154366,Journal of Leadership and Organizational Studies,1408,14,"Business, Management and Accounting",Social Sciences
1548-0518,11700154366,Journal of Leadership and Organizational Studies,3312,33,Social Sciences,Social Sciences
1548-0518,11700154366,Journal of Leadership and Organizational Studies,1403,14,"Business, Management and Accounting",Social Sciences
1548-5129,21100199755,Journal of Defense Modeling and Simulation,2201,22,Engineering,Physical Sciences
1548-5129,21100199755,Journal of Defense Modeling and Simulation,2611,26,Mathematics,Physical Sciences
1549-4810,23107,Journal of Pharmacy Technology,3003,30,"Pharmacology, Toxicology and Pharmaceutics",Life Sciences
1550-0594,145007,Clinical EEG and Neuroscience,2728,27,Medicine,Health Sciences
1550-0594,145007,Clinical EEG and Neuroscience,2808,28,Neuroscience,Life Sciences
1550-0594,145007,Clinical EEG and Neuroscience,2700,27,Medicine,Health Sciences
1552-5430,17211,Journal of Diagnostic Medical Sonography,2741,27,Medicine,Health Sciences
1552-5430,17211,Journal of Diagnostic Medical Sonography,3614,36,Health Professions,Health Sciences
1553-3506,130120,Surgical Innovation,2746,27,Medicine,Health Sciences
1555-3434,21100211334,Journal of Cognitive Engineering and Decision Making,3202,32,Psychology,Social Sciences
1555-3434,21100211334,Journal of Cognitive Engineering and Decision Making,2201,22,Engineering,Physical Sciences
1555-3434,21100211334,Journal of Cognitive Engineering and Decision Making,1706,17,Computer Science,Physical Sciences
1555-3434,21100211334,Journal of Cognitive Engineering and Decision Making,3307,33,Social Sciences,Social Sciences
1555-4120,11600153433,Games and Culture,1709,17,Computer Science,Physical Sciences
1555-4120,11600153433,Games and Culture,3202,32,Psychology,Social Sciences
1555-4120,11600153433,Games and Culture,1201,12,Arts and Humanities,Social Sciences
1555-4120,11600153433,Games and Culture,3314,33,Social Sciences,Social Sciences
1555-4120,11600153433,Games and Culture,3315,33,Social Sciences,Social Sciences
1555-4120,11600153433,Games and Culture,3316,33,Social Sciences,Social Sciences
1556-2646,17800156703,Journal of Empirical Research on Human Research Ethics,3315,33,Social Sciences,Social Sciences
1556-2646,17800156703,Journal of Empirical Research on Human Research Ethics,3304,33,Social Sciences,Social Sciences
1556-2646,17800156703,Journal of Empirical Research on Human Research Ethics,3207,32,Psychology,Social Sciences
1556-3316,4800152310,HSS Journal,2732,27,Medicine,Health Sciences
1556-3316,4800152310,HSS Journal,2746,27,Medicine,Health Sciences
1556-9845,7100153108,Innovations: Technology and Techniques in Cardiothoracic and Vascular Surgery,2705,27,Medicine,Health Sciences
1556-9845,7100153108,Innovations: Technology and Techniques in Cardiothoracic and Vascular Surgery,2700,27,Medicine,Health Sciences
1556-9845,7100153108,Innovations: Technology and Techniques in Cardiothoracic and Vascular Surgery,2746,27,Medicine,Health Sciences
1556-9845,7100153108,Innovations: Technology and Techniques in Cardiothoracic and Vascular Surgery,2740,27,Medicine,Health Sciences
1557-0851,11400153312,Feminist Criminology,3308,33,Social Sciences,Social Sciences
1557-0851,11400153312,Feminist Criminology,3318,33,Social Sciences,Social Sciences
1558-6898,11200153507,Journal of Mixed Methods Research,1804,18,Decision Sciences,Social Sciences
1558-6898,11200153507,Journal of Mixed Methods Research,3301,33,Social Sciences,Social Sciences
1558-6898,11200153507,Journal of Mixed Methods Research,3304,33,Social Sciences,Social Sciences
1558-8661,21101043321,Recreational Sports Journal,1409,14,"Business, Management and Accounting",Social Sciences
1558-8661,21101043321,Recreational Sports Journal,3301,33,Social Sciences,Social Sciences
1558-8661,21101043321,Recreational Sports Journal,3304,33,Social Sciences,Social Sciences
1558-8661,21101043321,Recreational Sports Journal,3306,33,Social Sciences,Social Sciences
1558-9447,15300154825,Hand,2732,27,Medicine,Health Sciences
1558-9447,15300154825,Hand,2746,27,Medicine,Health Sciences
1559-8276,21100198496,American Journal of Lifestyle Medicine,2739,27,Medicine,Health Sciences
1559-8276,21100198496,American Journal of Lifestyle Medicine,2719,27,Medicine,Health Sciences
1559-8276,21100198496,American Journal of Lifestyle Medicine,2701,27,Medicine,Health Sciences
1611-8944,19900192512,Journal of Modern European History,1202,12,Arts and Humanities,Social Sciences
1715-1635,145693,Canadian Pharmacists Journal,3003,30,"Pharmacology, Toxicology and Pharmaceutics",Life Sciences
1715-1635,145693,Canadian Pharmacists Journal,3611,36,Health Professions,Health Sciences
1740-7745,144771,Clinical Trials,3004,30,"Pharmacology, Toxicology and Pharmaceutics",Life Sciences
1740-7745,144771,Clinical Trials,2700,27,Medicine,Health Sciences
1741-1343,144613,Journal of Generic Medicines,3003,30,"Pharmacology, Toxicology and Pharmaceutics",Life Sciences
1741-1432,6300153120,Educational Management Administration and Leadership,1408,14,"Business, Management and Accounting",Social Sciences
1741-1432,6300153120,Educational Management Administration and Leadership,3304,33,Social Sciences,Social Sciences
1741-6590,16300154766,"Crime, Media, Culture",3308,33,Social Sciences,Social Sciences
1741-6590,16300154766,"Crime, Media, Culture",1201,12,Arts and Humanities,Social Sciences
1741-6590,16300154766,"Crime, Media, Culture",3315,33,Social Sciences,Social Sciences
1741-6590,16300154766,"Crime, Media, Culture",3316,33,Social Sciences,Social Sciences
1742-3953,4700152411,Chronic Illness,2719,27,Medicine,Health Sciences
1742-3953,4700152411,Chronic Illness,2700,27,Medicine,Health Sciences
1742-7150,5800175970,Leadership,1408,14,"Business, Management and Accounting",Social Sciences
1742-7150,5800175970,Leadership,3312,33,Social Sciences,Social Sciences
1742-7665,16300154741,Global Media and Communication,1201,12,Arts and Humanities,Social Sciences
1742-7665,16300154741,Global Media and Communication,3315,33,Social Sciences,Social Sciences
1743-8721,11200153522,"Law, Culture and the Humanities",3308,33,Social Sciences,Social Sciences
1743-8721,11200153522,"Law, Culture and the Humanities",1201,12,Arts and Humanities,Social Sciences
1743-8721,11200153522,"Law, Culture and the Humanities",3316,33,Social Sciences,Social Sciences
1744-2583,3200147832,Journal of Building Physics,2500,25,Materials Science,Physical Sciences
1744-2583,3200147832,Journal of Building Physics,2215,22,Engineering,Physical Sciences
1744-6295,144939,Journal of Intellectual Disabilities,2738,27,Medicine,Health Sciences
1744-6295,144939,Journal of Intellectual Disabilities,3601,36,Health Professions,Health Sciences
1744-9871,11700154358,Journal of Research in Nursing,2922,29,Nursing,Health Sciences
1745-4999,18400156722,Research in Comparative and International Education,3304,33,Social Sciences,Social Sciences
1745-6916,19700182323,Perspectives on Psychological Science,3200,32,Psychology,Social Sciences
1746-1979,6300153130,"Education, Citizenship and Social Justice",3304,33,Social Sciences,Social Sciences
1746-8477,16300154745,Animation,1213,12,Arts and Humanities,Social Sciences
1747-0218,4000149409,Quarterly Journal of Experimental Psychology,2737,27,Medicine,Health Sciences
1747-0218,4000149409,Quarterly Journal of Experimental Psychology,3200,32,Psychology,Social Sciences
1747-0218,4000149409,Quarterly Journal of Experimental Psychology,3205,32,Psychology,Social Sciences
1747-0218,4000149409,Quarterly Journal of Experimental Psychology,2700,27,Medicine,Health Sciences
1747-0218,4000149409,Quarterly Journal of Experimental Psychology,3206,32,Psychology,Social Sciences
1747-0218,4000149409,Quarterly Journal of Experimental Psychology,1314,13,"Biochemistry, Genetics and Molecular Biology",Life Sciences
1747-4930,4200151402,International Journal of Stroke,2808,28,Neuroscience,Life Sciences
1747-4930,4200151402,International Journal of Stroke,2728,27,Medicine,Health Sciences
1747-9541,19700180783,International Journal of Sports Science and Coaching,3301,33,Social Sciences,Social Sciences
1748-0485,4700152207,International Communication Gazette,3312,33,Social Sciences,Social Sciences
1748-0485,4700152207,International Communication Gazette,3315,33,Social Sciences,Social Sciences
1748-8958,4700152205,Criminology and Criminal Justice,3308,33,Social Sciences,Social Sciences
1749-6020,21100800449,Critical Studies in Television,3315,33,Social Sciences,Social Sciences
1749-6020,21100800449,Critical Studies in Television,3316,33,Social Sciences,Social Sciences
