values,ind
0239-4278,OpenAlex
2300-0422,OpenAlex
2544-5502,OpenAlex
0209-3472,OpenAlex
1233-2356,OpenAlex
2081-545X,OpenAlex
2084-8404,OpenAlex
1732-1948,OpenAlex
1689-7404,OpenAlex
1230-3666,OpenAlex
0032-5449,OpenAlex
1231-4005,OpenAlex
2255-8691,OpenAlex
2299-0461,OpenAlex
2084-1965,OpenAlex
2719-3454,OpenAlex
2084-3356,OpenAlex
2658-0845,OpenAlex
2449-8920,OpenAlex
0011-4561,OpenAlex
2038-0909,OpenAlex
2353-5156,OpenAlex
1822-6760,OpenAlex
2397-8325,OpenAlex
2235-042X,OpenAlex
1662-6567,OpenAlex
1011-7571,OpenAlex
1662-4025,OpenAlex
1662-0631,OpenAlex
1660-3796,OpenAlex
1662-4246,OpenAlex
1662-6575,OpenAlex
1420-4096,OpenAlex
1662-811X,OpenAlex
1662-680X,OpenAlex
0300-5526,OpenAlex
1663-2699,OpenAlex
1664-5502,OpenAlex
1664-5456,OpenAlex
1664-5553,OpenAlex
1664-5464,OpenAlex
2387-1954,OpenAlex
2504-5288,OpenAlex
2296-9365,OpenAlex
2504-3145,OpenAlex
2296-6870,OpenAlex
2504-110X,OpenAlex
2504-3889,OpenAlex
2296-9357,OpenAlex
2296-3774,OpenAlex
2571-726X,OpenAlex
2296-9705,OpenAlex
2673-1738,OpenAlex
2504-3161,OpenAlex
0905-9180,OpenAlex
2312-0541,OpenAlex
2519-1187,OpenAlex
0251-7493,OpenAlex
0035-9211,OpenAlex
0873-626X,OpenAlex
2183-2439,OpenAlex
2183-2803,OpenAlex
2183-2463,OpenAlex
2183-7635,OpenAlex
1383-4517,OpenAlex
0025-7974,OpenAlex
2169-7574,OpenAlex
2373-8731,OpenAlex
2332-7812,OpenAlex
2574-2167,OpenAlex
2474-7661,OpenAlex
2574-0954,OpenAlex
2472-7245,OpenAlex
2639-8028,OpenAlex
2572-9241,OpenAlex
2471-2531,OpenAlex
2474-7882,OpenAlex
2691-3593,OpenAlex
0976-3155,OpenAlex
0970-2016,OpenAlex
0970-0358,OpenAlex
2347-5625,OpenAlex
2278-330X,OpenAlex
2348-0548,OpenAlex
0976-5042,OpenAlex
2231-0770,OpenAlex
1450-1147,OpenAlex
2454-6798,OpenAlex
0974-2727,OpenAlex
1386-6338,OpenAlex
1946-2174,OpenAlex
1574-017X,OpenAlex
1877-7171,OpenAlex
0167-5265,OpenAlex
0020-868X,OpenAlex
2589-9953,OpenAlex
2451-9480,OpenAlex
2352-3727,OpenAlex
2451-8484,OpenAlex
2468-4562,OpenAlex
2213-6304,OpenAlex
2214-6490,OpenAlex
2542-4823,OpenAlex
2468-8290,OpenAlex
2468-3884,OpenAlex
2215-020X,OpenAlex
2213-0624,OpenAlex
1878-5417,OpenAlex
0379-038X,OpenAlex
2277-9167,OpenAlex
1809-4864,OpenAlex
2234-6163,OpenAlex
2662-9992,OpenAlex
0037-9409,OpenAlex
0254-0223,OpenAlex
2107-6839,OpenAlex
1252-607X,OpenAlex
1961-9502,OpenAlex
2100-014X,OpenAlex
1779-6288,OpenAlex
0990-7440,OpenAlex
2257-7750,OpenAlex
2257-6614,OpenAlex
2426-8887,OpenAlex
2493-9439,OpenAlex
2050-490X,OpenAlex
2491-9292,OpenAlex
1294-4475,OpenAlex
2267-3059,OpenAlex
2740-4218,OpenAlex
2681-4617,OpenAlex
2557-0250,OpenAlex
2261-2424,OpenAlex
2117-4458,OpenAlex
2492-6035,OpenAlex
2261-236X,OpenAlex
2097-1168,OpenAlex
2271-2097,OpenAlex
2608-1326,OpenAlex
2265-4224,OpenAlex
0870-6352,OpenAlex
2267-1242,OpenAlex
2272-2394,OpenAlex
2556-8779,OpenAlex
2804-7699,OpenAlex
2826-1275,OpenAlex
2046-2441,OpenAlex
2054-5703,OpenAlex
1530-2180,OpenAlex
1544-3566,OpenAlex
2475-1421,OpenAlex
2576-5337,OpenAlex
1534-4320,OpenAlex
1939-1404,OpenAlex
1943-0647,OpenAlex
2168-2372,OpenAlex
2329-9231,OpenAlex
2168-6734,OpenAlex
2169-3536,OpenAlex
2644-1349,OpenAlex
2644-1322,OpenAlex
2644-1225,OpenAlex
2687-7813,OpenAlex
2644-1241,OpenAlex
2689-1808,OpenAlex
2637-6431,OpenAlex
2644-1292,OpenAlex
2644-1314,OpenAlex
2768-7236,OpenAlex
2644-1268,OpenAlex
2644-1284,OpenAlex
2687-7910,OpenAlex
2644-1330,OpenAlex
2692-8388,OpenAlex
2694-085X,OpenAlex
2644-1276,OpenAlex
1541-6518,OpenAlex
1756-8692,OpenAlex
0857-4421,OpenAlex
1319-1616,OpenAlex
1858-3431,OpenAlex
1550-333X,OpenAlex
2077-1886,OpenAlex
1859-0020,OpenAlex
2444-9695,OpenAlex
2531-0488,OpenAlex
1809-2276,OpenAlex
0972-9968,OpenAlex
2633-6596,OpenAlex
2516-1652,OpenAlex
2631-357X,OpenAlex
0791-8437,OpenAlex
2055-5911,OpenAlex
2398-4007,OpenAlex
2632-7627,OpenAlex
2210-8327,OpenAlex
1229-988X,OpenAlex
2077-5504,OpenAlex
1727-2645,OpenAlex
2631-3871,OpenAlex
2399-6439,OpenAlex
2615-9821,OpenAlex
2515-8961,OpenAlex
2633-1225,OpenAlex
2205-149X,OpenAlex
2459-9700,OpenAlex
2719-2377,OpenAlex
2398-7294,OpenAlex
2397-7604,OpenAlex
2399-9802,OpenAlex
2397-3757,OpenAlex
2515-964X,OpenAlex
2514-4774,OpenAlex
0973-1954,OpenAlex
2516-4384,OpenAlex
0128-1976,OpenAlex
2631-3030,OpenAlex
2632-0487,OpenAlex
2516-158X,OpenAlex
2356-9980,OpenAlex
2516-8142,OpenAlex
2632-279X,OpenAlex
2444-8451,OpenAlex
2514-5789,OpenAlex
2071-1395,OpenAlex
2586-3932,OpenAlex
2160-1836,OpenAlex
2090-0147,OpenAlex
2090-312X,OpenAlex
1687-7195,OpenAlex
0962-9351,OpenAlex
1687-5966,OpenAlex
1110-662X,OpenAlex
2090-0597,OpenAlex
1687-9260,OpenAlex
1687-966X,OpenAlex
1687-9325,OpenAlex
2040-2295,OpenAlex
2090-1429,OpenAlex
0161-1712,OpenAlex
2090-2727,OpenAlex
1687-7667,OpenAlex
1687-8159,OpenAlex
1687-6962,OpenAlex
1472-3646,OpenAlex
2090-1860,OpenAlex
2090-3049,OpenAlex
1687-9635,OpenAlex
1687-918X,OpenAlex
1687-9597,OpenAlex
0278-0240,OpenAlex
2090-2824,OpenAlex
1687-7969,OpenAlex
1687-8728,OpenAlex
0882-7516,OpenAlex
2090-1240,OpenAlex
2090-0708,OpenAlex
1537-744X,OpenAlex
2090-150X,OpenAlex
1687-9201,OpenAlex
2090-1976,OpenAlex
1687-9805,OpenAlex
2090-2204,OpenAlex
2042-0099,OpenAlex
1687-8450,OpenAlex
1468-8115,OpenAlex
1687-6415,OpenAlex
1687-5893,OpenAlex
2090-1445,OpenAlex
1687-9724,OpenAlex
1110-757X,OpenAlex
1939-0122,OpenAlex
1687-6075,OpenAlex
1687-9643,OpenAlex
2090-1933,OpenAlex
1357-714X,OpenAlex
1687-7357,OpenAlex
1748-670X,OpenAlex
2090-2840,OpenAlex
2090-1542,OpenAlex
1687-9309,OpenAlex
1687-4188,OpenAlex
1687-952X,OpenAlex
1687-9422,OpenAlex
2090-0252,OpenAlex
1687-7578,OpenAlex
2042-0048,OpenAlex
1026-0226,OpenAlex
2090-1844,OpenAlex
0953-4180,OpenAlex
1687-6369,OpenAlex
1687-8876,OpenAlex
2090-0724,OpenAlex
1741-427X,OpenAlex
1550-1329,OpenAlex
1687-5869,OpenAlex
1687-9600,OpenAlex
2090-2867,OpenAlex
1687-4757,OpenAlex
1687-9147,OpenAlex
2090-1321,OpenAlex
2042-0064,OpenAlex
1687-7063,OpenAlex
1687-479X,OpenAlex
1687-708X,OpenAlex
1687-8639,OpenAlex
1687-8086,OpenAlex
1687-9104,OpenAlex
2042-0072,OpenAlex
1687-9503,OpenAlex
1687-8760,OpenAlex
1687-5702,OpenAlex
1942-0994,OpenAlex
1076-2787,OpenAlex
2090-2247,OpenAlex
2090-0023,OpenAlex
2090-1267,OpenAlex
1687-8191,OpenAlex
1687-7101,OpenAlex
2090-2654,OpenAlex
0146-9428,OpenAlex
1070-9622,OpenAlex
1687-9120,OpenAlex
1687-9384,OpenAlex
1058-9244,OpenAlex
1023-621X,OpenAlex
1687-5249,OpenAlex
1687-8434,OpenAlex
1687-6105,OpenAlex
1687-8108,OpenAlex
1687-5915,OpenAlex
1687-9708,OpenAlex
2090-004X,OpenAlex
1687-885X,OpenAlex
1687-5443,OpenAlex
2090-0384,OpenAlex
1687-8477,OpenAlex
1687-5605,OpenAlex
1024-123X,OpenAlex
1555-4309,OpenAlex
0197-6729,OpenAlex
2314-615X,OpenAlex
2090-1402,OpenAlex
2090-0007,OpenAlex
2090-0430,OpenAlex
1687-8337,OpenAlex
2042-0080,OpenAlex
1687-8558,OpenAlex
2090-195X,OpenAlex
2090-0201,OpenAlex
2042-0056,OpenAlex
1687-725X,OpenAlex
2314-6133,OpenAlex
1687-6121,OpenAlex
1085-3375,OpenAlex
1203-6765,OpenAlex
1687-9368,OpenAlex
2090-214X,OpenAlex
1687-9686,OpenAlex
1687-4110,OpenAlex
1687-5265,OpenAlex
1687-806X,OpenAlex
0966-7903,OpenAlex
2090-1305,OpenAlex
2090-2093,OpenAlex
1176-2322,OpenAlex
1687-8787,OpenAlex
1687-7047,OpenAlex
2090-9071,OpenAlex
2090-6919,OpenAlex
2090-6455,OpenAlex
2090-6692,OpenAlex
2090-6773,OpenAlex
2090-7141,OpenAlex
2090-6463,OpenAlex
2090-3456,OpenAlex
2090-6870,OpenAlex
2090-6633,OpenAlex
2090-3529,OpenAlex
2090-6757,OpenAlex
2090-2913,OpenAlex
2090-6676,OpenAlex
2090-3464,OpenAlex
2090-6730,OpenAlex
2090-3189,OpenAlex
2090-4010,OpenAlex
2090-6978,OpenAlex
2090-6951,OpenAlex
2314-4629,OpenAlex
2090-3057,OpenAlex
2090-6811,OpenAlex
2090-6552,OpenAlex
2090-6382,OpenAlex
2090-6897,OpenAlex
2090-665X,OpenAlex
2090-6854,OpenAlex
2090-6536,OpenAlex
2090-7001,OpenAlex
2090-6498,OpenAlex
2090-3480,OpenAlex
2090-6404,OpenAlex
2090-6838,OpenAlex
2090-6706,OpenAlex
2090-679X,OpenAlex
2090-6579,OpenAlex
2314-5765,OpenAlex
2090-6994,OpenAlex
2090-6420,OpenAlex
2090-651X,OpenAlex
2314-6176,OpenAlex
2314-6486,OpenAlex
2356-6124,OpenAlex
2314-4904,OpenAlex
2090-6595,OpenAlex
2314-4386,OpenAlex
2314-436X,OpenAlex
2090-777X,OpenAlex
2296-9373,OpenAlex
2314-6745,OpenAlex
2314-7784,OpenAlex
2314-5749,OpenAlex
2090-6617,OpenAlex
2090-8873,OpenAlex
2090-7850,OpenAlex
2090-3553,OpenAlex
2314-4327,OpenAlex
2633-4682,OpenAlex
1687-5680,OpenAlex
2090-908X,OpenAlex
1064-7449,OpenAlex
2633-4690,OpenAlex
2314-758X,OpenAlex
2314-8888,OpenAlex
2314-7539,OpenAlex
1687-9740,OpenAlex
2314-4939,OpenAlex
2314-5757,OpenAlex
2314-7156,OpenAlex
2633-4674,OpenAlex
2353-8414,OpenAlex
0020-5346,OpenAlex
1817-406X,OpenAlex
1687-6172,OpenAlex
1939-8425,OpenAlex
1286-4560,OpenAlex
0957-4530,OpenAlex
1745-6215,OpenAlex
2190-5991,OpenAlex
0043-6275,OpenAlex
0102-7972,OpenAlex
1933-9747,OpenAlex
0304-4289,OpenAlex
1750-0680,OpenAlex
1367-5435,OpenAlex
2150-5551,OpenAlex
1556-276X,OpenAlex
2210-7177,OpenAlex
2190-4715,OpenAlex
1467-4866,OpenAlex
1866-8887,OpenAlex
1025-5834,OpenAlex
1435-0211,OpenAlex
1674-800X,OpenAlex
1124-4909,OpenAlex
2198-4026,OpenAlex
2196-7822,OpenAlex
2196-1115,OpenAlex
2196-0763,OpenAlex
2194-7511,OpenAlex
2193-2697,OpenAlex
2195-2701,OpenAlex
2197-1927,OpenAlex
2193-8997,OpenAlex
2213-9621,OpenAlex
2196-2804,OpenAlex
2197-7364,OpenAlex
2229-0443,OpenAlex
2198-4034,OpenAlex
2197-4365,OpenAlex
2050-7445,OpenAlex
2045-7022,OpenAlex
2263-8733,OpenAlex
2288-8586,OpenAlex
2193-9004,OpenAlex
2051-5960,OpenAlex
2001-1326,OpenAlex
2194-7791,OpenAlex
2191-219X,OpenAlex
0016-6987,OpenAlex
2195-9706,OpenAlex
2509-9280,OpenAlex
2363-5169,OpenAlex
2213-7467,OpenAlex
2199-4536,OpenAlex
1550-2783,OpenAlex
2199-8531,OpenAlex
2731-4537,OpenAlex
0341-2687,OpenAlex
2510-523X,OpenAlex
2363-8427,OpenAlex
2092-9196,OpenAlex
2194-1459,OpenAlex
2731-4383,OpenAlex
2523-8930,OpenAlex
2095-4689,OpenAlex
2198-994X,OpenAlex
2731-5525,OpenAlex
2731-6106,OpenAlex
2731-5843,OpenAlex
2731-9431,OpenAlex
2731-5835,OpenAlex
2731-8389,OpenAlex
2045-2322,OpenAlex
1884-4049,OpenAlex
2041-1723,OpenAlex
2052-4463,OpenAlex
2056-7944,OpenAlex
2056-6387,OpenAlex
2057-3995,OpenAlex
2373-8057,OpenAlex
2052-7276,OpenAlex
2055-1010,OpenAlex
2399-3642,OpenAlex
2373-8065,OpenAlex
2662-4443,OpenAlex
2661-8001,OpenAlex
2662-4435,OpenAlex
2730-664X,OpenAlex
2397-4621,OpenAlex
2057-3960,OpenAlex
2399-3669,OpenAlex
2397-768X,OpenAlex
2397-2106,OpenAlex
2398-6352,OpenAlex
2056-7189,OpenAlex
2055-5008,OpenAlex
2163-8306,OpenAlex
2059-0105,OpenAlex
2374-4677,OpenAlex
2059-7037,OpenAlex
2399-3650,OpenAlex
2056-3973,OpenAlex
2396-8370,OpenAlex
2397-3722,OpenAlex
2397-4648,OpenAlex
2397-7132,OpenAlex
2334-265X,OpenAlex
2056-7936,OpenAlex
2036-7457,OpenAlex
2398-9238,OpenAlex
0034-0111,OpenAlex
2044-6055,OpenAlex
2052-4439,OpenAlex
2056-5933,OpenAlex
2051-1426,OpenAlex
2055-7647,OpenAlex
2053-8790,OpenAlex
2059-7908,OpenAlex
2052-4897,OpenAlex
2054-4774,OpenAlex
2516-5542,OpenAlex
2397-5776,OpenAlex
2053-3624,OpenAlex
2059-8688,OpenAlex
2052-6113,OpenAlex
2632-1009,OpenAlex
2631-4940,OpenAlex
2399-6641,OpenAlex
2397-3269,OpenAlex
2398-8703,OpenAlex
2754-0413,OpenAlex
2399-9772,OpenAlex
2632-6140,OpenAlex
1226-3613,OpenAlex
2191-0855,OpenAlex
1990-2573,OpenAlex
1674-2818,OpenAlex
1687-1839,OpenAlex
1661-8726,OpenAlex
1757-4676,OpenAlex
1343-8832,OpenAlex
1687-2762,OpenAlex
2041-4889,OpenAlex
1733-8387,OpenAlex
1129-2369,OpenAlex
1590-9921,OpenAlex
1976-0485,OpenAlex
2158-3188,OpenAlex
1744-4292,OpenAlex
1687-5176,OpenAlex
0910-6340,OpenAlex
1869-4101,OpenAlex
1672-6421,OpenAlex
1687-4714,OpenAlex
1687-1472,OpenAlex
1875-6883,OpenAlex
2110-5820,OpenAlex
2047-7538,OpenAlex
2193-1127,OpenAlex
2192-113X,OpenAlex
2044-4052,OpenAlex
2044-5385,OpenAlex
2195-7045,OpenAlex
2198-9761,OpenAlex
2192-0567,OpenAlex
2195-2248,OpenAlex
2197-1153,OpenAlex
2197-4284,OpenAlex
2198-7793,OpenAlex
2198-0802,OpenAlex
2214-594X,OpenAlex
2196-5641,OpenAlex
2199-1197,OpenAlex
2197-4225,OpenAlex
2197-8670,OpenAlex
2193-2409,OpenAlex
2059-3635,OpenAlex
2197-425X,OpenAlex
2055-7434,OpenAlex
1869-5760,OpenAlex
2198-2791,OpenAlex
2196-5404,OpenAlex
2196-4092,OpenAlex
2054-345X,OpenAlex
1664-2376,OpenAlex
2093-3134,OpenAlex
2095-4700,OpenAlex
2211-7938,OpenAlex
2192-5372,OpenAlex
1976-6912,OpenAlex
2058-7716,OpenAlex
2363-9024,OpenAlex
2468-0834,OpenAlex
1538-7887,OpenAlex
2190-5495,OpenAlex
2192-1709,OpenAlex
2190-0566,OpenAlex
2056-5968,OpenAlex
2234-6198,OpenAlex
2193-7532,OpenAlex
2365-421X,OpenAlex
2364-4575,OpenAlex
2520-8942,OpenAlex
2509-8020,OpenAlex
2366-0074,OpenAlex
2509-8012,OpenAlex
2364-8228,OpenAlex
2190-5983,OpenAlex
2662-1991,OpenAlex
2364-3412,OpenAlex
2520-1786,OpenAlex
2662-2521,OpenAlex
2524-8987,OpenAlex
2365-7464,OpenAlex
2364-9534,OpenAlex
2522-5774,OpenAlex
2510-3636,OpenAlex
2520-8934,OpenAlex
2730-5422,OpenAlex
2662-4966,OpenAlex
2364-1177,OpenAlex
2524-7867,OpenAlex
2730-7239,OpenAlex
2730-6151,OpenAlex
2730-7700,OpenAlex
2590-0048,OpenAlex
2561-4150,OpenAlex
2731-4286,OpenAlex
2157-9024,OpenAlex
2523-3963,OpenAlex
1017-0839,OpenAlex
2730-6011,OpenAlex
2731-0809,OpenAlex
2730-7034,OpenAlex
2730-7727,OpenAlex
2662-9984,OpenAlex
2523-398X,OpenAlex
2667-1336,OpenAlex
2056-807X,OpenAlex
2731-0469,OpenAlex
0218-2203,OpenAlex
2666-9862,OpenAlex
2730-647X,OpenAlex
2010-1333,OpenAlex
2590-3349,OpenAlex
2364-0022,OpenAlex
1476-069X,OpenAlex
1542-6416,OpenAlex
1813-7253,OpenAlex
1748-5908,OpenAlex
1749-799X,OpenAlex
1465-5411,OpenAlex
1752-1505,OpenAlex
1472-684X,OpenAlex
1471-2369,OpenAlex
2044-5040,OpenAlex
1758-5996,OpenAlex
1752-1947,OpenAlex
1872-9312,OpenAlex
1471-2180,OpenAlex
1756-8722,OpenAlex
1471-230X,OpenAlex
1472-6750,OpenAlex
1471-2466,OpenAlex
1742-4755,OpenAlex
1475-9276,OpenAlex
1425-8153,OpenAlex
1880-7046,OpenAlex
1756-0381,OpenAlex
1476-7120,OpenAlex
1865-1372,OpenAlex
1478-4491,OpenAlex
1476-4598,OpenAlex
1741-7007,OpenAlex
0716-078X,OpenAlex
1546-0096,OpenAlex
1936-6426,OpenAlex
1474-7596,OpenAlex
1741-7015,OpenAlex
1480-9222,OpenAlex
1475-2891,OpenAlex
1750-9378,OpenAlex
1748-7188,OpenAlex
1746-1596,OpenAlex
1746-6148,OpenAlex
1479-5876,OpenAlex
1097-6647,OpenAlex
1756-8935,OpenAlex
1477-7827,OpenAlex
1472-6963,OpenAlex
1880-6546,OpenAlex
1758-9193,OpenAlex
1742-9994,OpenAlex
1757-6512,OpenAlex
1747-1028,OpenAlex
1472-6939,OpenAlex
1475-2859,OpenAlex
1476-511X,OpenAlex
1476-9255,OpenAlex
1755-8166,OpenAlex
1748-717X,OpenAlex
1743-422X,OpenAlex
1348-8945,OpenAlex
1757-7241,OpenAlex
1475-2840,OpenAlex
1742-4690,OpenAlex
1472-6947,OpenAlex
1745-6150,OpenAlex
1471-2318,OpenAlex
1477-7517,OpenAlex
1471-2164,OpenAlex
1745-6673,OpenAlex
1606-0997,OpenAlex
1470-7330,OpenAlex
1756-3305,OpenAlex
2041-1480,OpenAlex
1471-2458,OpenAlex
1749-8104,OpenAlex
1472-6955,OpenAlex
1742-7622,OpenAlex
1471-2431,OpenAlex
1742-2094,OpenAlex
2730-6844,OpenAlex
1742-4933,OpenAlex
2045-3701,OpenAlex
0928-4249,OpenAlex
2040-2392,OpenAlex
1747-597X,OpenAlex
1744-9081,OpenAlex
1749-7922,OpenAlex
1471-2377,OpenAlex
1471-227X,OpenAlex
1744-859X,OpenAlex
1471-2202,OpenAlex
1743-7075,OpenAlex
1472-6823,OpenAlex
1476-0711,OpenAlex
2046-4053,OpenAlex
1471-244X,OpenAlex
1757-1146,OpenAlex
1868-7075,OpenAlex
1749-8090,OpenAlex
1478-811X,OpenAlex
1749-8546,OpenAlex
1757-2215,OpenAlex
1477-3155,OpenAlex
1746-4811,OpenAlex
1756-6606,OpenAlex
2041-9139,OpenAlex
1742-6405,OpenAlex
1479-5868,OpenAlex
1746-4269,OpenAlex
1750-1172,OpenAlex
1758-2946,OpenAlex
1471-2393,OpenAlex
1472-6874,OpenAlex
1590-4261,OpenAlex
1471-2253,OpenAlex
1471-2474,OpenAlex
1756-0500,OpenAlex
0949-2321,OpenAlex
1471-2407,OpenAlex
1471-2415,OpenAlex
1747-5341,OpenAlex
1755-8794,OpenAlex
1478-7954,OpenAlex
1477-9560,OpenAlex
1477-7525,OpenAlex
1753-2000,OpenAlex
1754-9493,OpenAlex
1880-6791,OpenAlex
0716-9760,OpenAlex
1750-1326,OpenAlex
0999-193X,OpenAlex
1076-1551,OpenAlex
1746-4358,OpenAlex
1754-1611,OpenAlex
1756-6614,OpenAlex
1471-2172,OpenAlex
1710-1484,OpenAlex
1752-4458,OpenAlex
1940-0632,OpenAlex
1475-2867,OpenAlex
1720-8424,OpenAlex
1478-6354,OpenAlex
1472-6831,OpenAlex
1751-0759,OpenAlex
1477-7819,OpenAlex
1753-6561,OpenAlex
1471-2482,OpenAlex
1555-8932,OpenAlex
1746-160X,OpenAlex
1756-994X,OpenAlex
1476-072X,OpenAlex
1471-2342,OpenAlex
1471-2105,OpenAlex
1731-2302,OpenAlex
1868-6966,OpenAlex
1744-8603,OpenAlex
1756-9966,OpenAlex
1475-925X,OpenAlex
1478-4505,OpenAlex
1471-2334,OpenAlex
1743-8977,OpenAlex
1743-0003,OpenAlex
1471-2261,OpenAlex
1757-4749,OpenAlex
1476-7961,OpenAlex
1475-2875,OpenAlex
1465-9921,OpenAlex
1472-6920,OpenAlex
1759-8753,OpenAlex
1364-8535,OpenAlex
2045-8118,OpenAlex
0044-605X,OpenAlex
1471-2490,OpenAlex
2042-6410,OpenAlex
1471-2288,OpenAlex
1880-8190,OpenAlex
1477-5956,OpenAlex
2050-6511,OpenAlex
1471-2229,OpenAlex
1478-7547,OpenAlex
1866-1947,OpenAlex
2193-7680,OpenAlex
2059-0628,OpenAlex
2049-9957,OpenAlex
2047-2382,OpenAlex
2054-2690,OpenAlex
2197-1714,OpenAlex
2056-7529,OpenAlex
2191-1991,OpenAlex
2047-2994,OpenAlex
2045-4015,OpenAlex
1226-4601,OpenAlex
2055-0294,OpenAlex
2054-958X,OpenAlex
2052-3211,OpenAlex
2055-5660,OpenAlex
2194-7899,OpenAlex
2054-7099,OpenAlex
1473-9542,OpenAlex
2321-3876,OpenAlex
2052-0492,OpenAlex
2051-4190,OpenAlex
2162-3619,OpenAlex
2050-3385,OpenAlex
2055-5784,OpenAlex
2055-0928,OpenAlex
0778-7367,OpenAlex
1674-9782,OpenAlex
2051-3933,OpenAlex
2050-7771,OpenAlex
2047-9158,OpenAlex
2050-7283,OpenAlex
2055-0464,OpenAlex
2049-3002,OpenAlex
2049-2618,OpenAlex
2397-0642,OpenAlex
2052-1847,OpenAlex
2662-4044,OpenAlex
2051-6673,OpenAlex
2365-6271,OpenAlex
2731-4553,OpenAlex
2055-0936,OpenAlex
1916-0208,OpenAlex
2662-9380,OpenAlex
2524-4655,OpenAlex
2056-3132,OpenAlex
2326-0254,OpenAlex
2468-2039,OpenAlex
2050-2974,OpenAlex
1833-2595,OpenAlex
2524-6372,OpenAlex
2057-3804,OpenAlex
2048-7010,OpenAlex
2210-6340,OpenAlex
2730-7182,OpenAlex
2200-6133,OpenAlex
2524-8162,OpenAlex
2662-7671,OpenAlex
2524-4671,OpenAlex
2731-3654,OpenAlex
2191-5040,OpenAlex
2046-0481,OpenAlex
2054-7064,OpenAlex
2524-3489,OpenAlex
2520-8748,OpenAlex
0018-0661,OpenAlex
2397-7523,OpenAlex
2662-2211,OpenAlex
2055-7426,OpenAlex
2332-8886,OpenAlex
2524-4426,OpenAlex
2661-8850,OpenAlex
2056-9920,OpenAlex
2523-3106,OpenAlex
2661-801X,OpenAlex
2047-0525,OpenAlex
2056-306X,OpenAlex
2520-1026,OpenAlex
2522-5782,OpenAlex
2057-0082,OpenAlex
2396-832X,OpenAlex
2366-6196,OpenAlex
2058-8615,OpenAlex
2731-3786,OpenAlex
2398-2683,OpenAlex
2054-3085,OpenAlex
2055-8260,OpenAlex
0005-1179,OpenAlex
1618-162X,OpenAlex
2769-643X,OpenAlex
2751-4765,OpenAlex
2769-6448,OpenAlex
2770-2081,OpenAlex
2751-1219,OpenAlex
2751-1871,OpenAlex
2751-1200,OpenAlex
2831-3224,OpenAlex
2769-3325,OpenAlex
2770-100X,OpenAlex
2769-6456,OpenAlex
2751-7446,OpenAlex
2770-9183,OpenAlex
2097-0668,OpenAlex
2731-4375,OpenAlex
1003-3572,OpenAlex
2095-8811,OpenAlex
2095-882X,OpenAlex
2378-5128,OpenAlex
2196-9736,OpenAlex
2193-6358,OpenAlex
2157-7005,OpenAlex
0120-789X,OpenAlex
2456-4869,OpenAlex
2194-7635,OpenAlex
2512-9465,OpenAlex
1749-7221,OpenAlex
2194-7619,OpenAlex
2199-7152,OpenAlex
0048-7619,OpenAlex
1698-8396,OpenAlex
2455-0949,OpenAlex
2509-596X,OpenAlex
2581-9178,OpenAlex
2625-1825,OpenAlex
2475-4757,OpenAlex
2367-1890,OpenAlex
2456-9224,OpenAlex
2542-7075,OpenAlex
2377-0813,OpenAlex
2509-9396,OpenAlex
2455-7854,OpenAlex
2699-9404,OpenAlex
2628-5096,OpenAlex
1869-1722,OpenAlex
2374-7943,OpenAlex
2470-1343,OpenAlex
2694-2461,OpenAlex
2694-2453,OpenAlex
2694-2518,OpenAlex
2694-2437,OpenAlex
2694-250X,OpenAlex
2694-2488,OpenAlex
2690-0645,OpenAlex
2694-2445,OpenAlex
2691-3704,OpenAlex
2694-2496,OpenAlex
2694-247X,OpenAlex
2832-3637,OpenAlex
2771-9316,OpenAlex
1076-0296,OpenAlex
1834-4909,OpenAlex
2042-0188,OpenAlex
1753-9447,OpenAlex
0963-6897,OpenAlex
1074-2484,OpenAlex
1010-4283,OpenAlex
1478-2715,OpenAlex
0002-0397,OpenAlex
2150-1319,OpenAlex
1177-2719,OpenAlex
0972-7531,OpenAlex
1460-4582,OpenAlex
1759-720X,OpenAlex
1461-3484,OpenAlex
2041-7314,OpenAlex
1024-9079,OpenAlex
1756-2872,OpenAlex
0036-8504,OpenAlex
2036-3605,OpenAlex
1868-1026,OpenAlex
0144-5987,OpenAlex
1558-9250,OpenAlex
1176-9351,OpenAlex
2042-5333,OpenAlex
1759-3131,OpenAlex
1756-283X,OpenAlex
0046-9580,OpenAlex
1759-0914,OpenAlex
0963-6935,OpenAlex
1555-9475,OpenAlex
1176-9343,OpenAlex
1557-9883,OpenAlex
1744-8069,OpenAlex
1687-8132,OpenAlex
1559-3258,OpenAlex
0394-6320,OpenAlex
2151-4585,OpenAlex
1879-3665,OpenAlex
1535-7511,OpenAlex
1863-2521,OpenAlex
2156-5899,OpenAlex
0253-7176,OpenAlex
1533-0338,OpenAlex
1534-7354,OpenAlex
1729-8806,OpenAlex
1569-1861,OpenAlex
1745-5057,OpenAlex
0020-2940,OpenAlex
1753-4658,OpenAlex
2041-6695,OpenAlex
2158-2440,OpenAlex
1781-6858,OpenAlex
0956-3202,OpenAlex
1758-8340,OpenAlex
1533-3175,OpenAlex
1479-1641,OpenAlex
1474-7049,OpenAlex
2040-6223,OpenAlex
1748-3018,OpenAlex
1177-9322,OpenAlex
0300-0605,OpenAlex
1479-9723,OpenAlex
1753-4259,OpenAlex
